householdId,timestamp,reading
10,1730853389602,12.87
11,1730853389602,105.10
1,1730856989602,39.25
2,1730856989602,74.05
3,1730856989602,80.92
4,1730856989602,26.71
5,1730856989602,91.28
6,1730856989602,71.62
7,1730856989602,57.26
8,1730856989602,89.93
9,1730856989602,35.36
10,1730856989602,33.08
11,1730856989602,106.10
1,1730860589602,30.35
2,1730860589602,39.92
3,1730860589602,21.15
4,1730860589602,10.23
5,1730860589602,86.50
6,1730860589602,42.82
7,1730860589602,66.73
8,1730860589602,37.72
9,1730860589602,32.77
10,1730860589602,71.15
11,1730860589602,107.10
1,1730864189602,79.10
2,1730864189602,13.79
3,1730864189602,78.85
4,1730864189602,80.57
5,1730864189603,37.48
6,1730864189603,81.06
7,1730864189603,1.78
8,1730864189603,66.56
9,1730864189603,34.20
10,1730864189603,93.58
11,1730864189603,108.10
1,1730867789603,70.58
2,1730867789603,70.11
3,1730867789603,67.82
4,1730867789603,25.18
5,1730867789603,35.72
6,1730867789603,55.13
7,1730867789603,27.27
8,1730867789603,60.07
9,1730867789603,54.54
10,1730867789603,61.44
11,1730867789603,109.10
1,1730871389603,7.29
2,1730871389603,58.06
3,1730871389603,19.92
4,1730871389603,12.96
5,1730871389603,68.00
6,1730871389603,15.29
7,1730871389603,58.55
8,1730871389603,27.33
9,1730871389603,12.18
10,1730871389603,7.91
11,1730871389603,110.10
1,1730874989603,68.17
2,1730874989603,14.45
3,1730874989603,79.67
4,1730874989603,58.87
5,1730874989603,91.96
6,1730874989603,90.44
7,1730874989603,85.55
8,1730874989603,61.44
9,1730874989603,25.53
10,1730874989603,64.75
11,1730874989603,111.10
1,1730878589603,40.27
2,1730878589603,68.42
3,1730878589603,88.52
4,1730878589603,5.23
5,1730878589603,54.09
6,1730878589603,94.18
7,1730878589603,77.83
8,1730878589603,85.34
9,1730878589603,44.09
10,1730878589603,9.98
11,1730878589603,112.10
1,1730882189603,25.39
2,1730882189603,82.69
3,1730882189603,4.39
4,1730882189603,17.04
5,1730882189603,61.48
6,1730882189603,87.92
7,1730882189603,24.83
8,1730882189603,2.66
9,1730882189603,82.25
10,1730882189603,19.73
11,1730882189603,113.10
1,1730885789603,49.42
2,1730885789603,49.78
3,1730885789603,10.37
4,1730885789603,39.52
5,1730885789603,7.66
6,1730885789603,13.19
7,1730885789603,32.43
8,1730885789603,92.21
9,1730885789603,28.97
10,1730885789603,47.38
11,1730885789603,114.10
1,1730889389603,86.28
2,1730889389603,57.13
3,1730889389603,81.31
4,1730889389603,77.25
5,1730889389603,29.41
6,1730889389603,84.73
7,1730889389603,2.50
8,1730889389603,81.75
9,1730889389603,69.68
10,1730889389603,75.29
11,1730889389603,115.10
1,1730892989603,52.95
2,1730892989603,30.48
3,1730892989603,59.33
4,1730892989603,10.25
5,1730892989603,74.32
6,1730892989603,92.32
7,1730892989603,88.15
8,1730892989603,80.14
9,1730892989603,51.67
10,1730892989603,94.28
11,1730892989603,116.10
1,1730896589603,34.80
2,1730896589603,26.14
3,1730896589603,44.88
4,1730896589603,9.39
5,1730896589603,2.95
6,1730896589603,72.59
7,1730896589603,90.78
8,1730896589603,78.52
9,1730896589603,6.61
10,1730896589603,51.14
11,1730896589603,117.10
1,1730900189603,12.83
2,1730900189603,35.13
3,1730900189603,87.38
4,1730900189603,80.54
5,1730900189603,18.66
6,1730900189603,68.66
7,1730900189603,79.86
8,1730900189603,99.05
9,1730900189603,74.69
10,1730900189603,17.30
11,1730900189603,118.10
1,1730903789603,57.97
2,1730903789603,80.39
3,1730903789603,70.44
4,1730903789603,81.48
5,1730903789603,9.63
6,1730903789603,93.90
7,1730903789603,70.36
8,1730903789603,45.23
9,1730903789603,61.09
10,1730903789603,67.88
11,1730903789603,119.10
1,1730907389603,33.40
2,1730907389603,29.43
3,1730907389603,23.60
4,1730907389603,44.88
5,1730907389603,75.11
6,1730907389603,15.31
7,1730907389603,99.35
8,1730907389603,38.05
9,1730907389603,65.13
10,1730907389603,96.01
11,1730907389603,120.10
1,1730910989603,62.29
2,1730910989603,48.36
3,1730910989603,3.70
4,1730910989603,78.54
5,1730910989603,2.10
6,1730910989603,28.59
7,1730910989603,59.71
8,1730910989603,56.20
9,1730910989603,84.03
10,1730910989603,11.55
11,1730910989603,121.10
1,1730914589603,82.37
2,1730914589603,56.10
3,1730914589603,71.66
4,1730914589603,66.02
5,1730914589603,15.93
6,1730914589603,70.19
7,1730914589603,26.92
8,1730914589603,77.79
9,1730914589603,35.27
10,1730914589603,32.67
11,1730914589603,122.10
1,1730918189603,42.66
2,1730918189603,22.59
3,1730918189603,13.81
4,1730918189603,6.12
5,1730918189603,50.19
6,1730918189603,66.18
7,1730918189603,22.86
8,1730918189603,73.25
9,1730918189603,21.78
10,1730918189603,39.49
11,1730918189603,123.10
1,1730921789603,11.56
2,1730921789603,88.27
3,1730921789603,68.57
4,1730921789603,71.76
5,1730921789603,29.91
6,1730921789603,52.19
7,1730921789603,17.99
8,1730921789603,61.80
9,1730921789603,39.70
10,1730921789603,80.05
11,1730921789603,124.10
1,1730925389603,12.68
2,1730925389603,13.96
3,1730925389603,81.75
4,1730925389603,37.18
5,1730925389603,87.32
6,1730925389604,25.84
7,1730925389604,86.20
8,1730925389604,58.32
9,1730925389604,63.41
10,1730925389604,9.11
11,1730925389604,125.10
1,1730928989604,20.35
2,1730928989604,42.46
3,1730928989604,34.87
4,1730928989604,88.66
5,1730928989604,30.43
6,1730928989604,33.64
7,1730928989604,65.21
8,1730928989604,75.80
9,1730928989604,86.58
10,1730928989604,42.60
11,1730928989604,126.10
1,1730932589604,6.57
2,1730932589604,67.43
3,1730932589604,17.28
4,1730932589604,49.65
5,1730932589604,31.21
6,1730932589604,20.51
7,1730932589604,16.27
8,1730932589604,15.30
9,1730932589604,96.96
10,1730932589604,98.69
11,1730932589604,127.10
1,1730936189604,17.65
2,1730936189604,54.63
3,1730936189604,68.60
4,1730936189604,86.70
5,1730936189604,47.65
6,1730936189604,82.83
7,1730936189604,55.50
8,1730936189604,84.87
9,1730936189604,3.46
10,1730936189604,35.42
11,1730936189604,128.10
1,1730939789604,19.58
2,1730939789604,88.90
3,1730939789604,76.20
4,1730939789604,33.26
5,1730939789604,48.25
6,1730939789604,59.37
7,1730939789604,63.71
8,1730939789604,55.28
9,1730939789604,48.64
10,1730939789604,81.34
11,1730939789604,129.10
1,1730943389604,22.59
2,1730943389604,93.96
3,1730943389604,94.51
4,1730943389604,46.02
5,1730943389604,71.32
6,1730943389604,15.10
7,1730943389604,4.80
8,1730943389604,46.78
9,1730943389604,54.85
10,1730943389604,10.42
11,1730943389604,130.10
1,1730946989604,31.64
2,1730946989604,15.24
3,1730946989604,82.48
4,1730946989604,73.45
5,1730946989604,56.08
6,1730946989604,33.05
7,1730946989604,91.17
8,1730946989604,95.21
9,1730946989604,54.82
10,1730946989604,36.01
11,1730946989604,131.10
1,1730950589604,34.21
2,1730950589604,79.01
3,1730950589604,43.55
4,1730950589604,88.52
5,1730950589604,23.58
6,1730950589604,22.97
7,1730950589604,86.58
8,1730950589604,17.64
9,1730950589604,56.10
10,1730950589604,21.70
11,1730950589604,132.10
1,1730954189604,42.85
2,1730954189604,14.17
3,1730954189604,5.77
4,1730954189604,34.98
5,1730954189604,13.56
6,1730954189604,25.07
7,1730954189604,45.83
8,1730954189604,51.52
9,1730954189604,86.19
10,1730954189604,21.67
11,1730954189604,133.10
1,1730957789604,67.44
2,1730957789604,54.91
3,1730957789604,83.73
4,1730957789604,48.45
5,1730957789604,66.68
6,1730957789604,44.03
7,1730957789604,45.32
8,1730957789604,13.27
9,1730957789604,16.73
10,1730957789604,18.41
11,1730957789604,134.10
1,1730961389604,77.49
2,1730961389604,20.84
3,1730961389604,84.05
4,1730961389604,20.94
5,1730961389604,81.92
6,1730961389604,74.13
7,1730961389604,58.24
8,1730961389604,17.32
9,1730961389604,75.33
10,1730961389604,75.77
11,1730961389604,135.10
1,1730964989604,28.29
2,1730964989604,69.80
3,1730964989604,67.92
4,1730964989604,65.24
5,1730964989604,11.08
6,1730964989604,68.19
7,1730964989604,56.30
8,1730964989604,29.67
9,1730964989604,90.92
10,1730964989604,36.18
11,1730964989604,136.10
1,1730968589604,92.16
2,1730968589604,7.29
3,1730968589604,43.73
4,1730968589604,8.32
5,1730968589604,30.31
6,1730968589604,70.18
7,1730968589604,93.14
8,1730968589604,91.65
9,1730968589604,31.17
10,1730968589604,11.16
11,1730968589604,137.10
1,1730972189604,3.39
2,1730972189604,60.97
3,1730972189604,80.63
4,1730972189604,43.92
5,1730972189604,42.89
6,1730972189604,54.92
7,1730972189604,25.35
8,1730972189604,50.70
9,1730972189604,10.59
10,1730972189604,45.15
11,1730972189604,138.10
1,1730975789604,62.97
2,1730975789604,78.27
3,1730975789604,57.63
4,1730975789604,8.62
5,1730975789604,26.69
6,1730975789604,81.32
7,1730975789604,12.62
8,1730975789604,0.99
9,1730975789604,97.67
10,1730975789604,97.60
11,1730975789604,139.10
1,1730979389604,95.14
2,1730979389604,79.24
3,1730979389604,17.85
4,1730979389604,44.48
5,1730979389604,56.10
6,1730979389605,96.90
7,1730979389605,18.76
8,1730979389605,45.80
9,1730979389605,38.75
10,1730979389605,89.64
11,1730979389605,140.10
1,1730982989605,55.74
2,1730982989605,93.69
3,1730982989605,96.37
4,1730982989605,52.71
5,1730982989605,97.32
6,1730982989605,71.63
7,1730982989605,55.51
8,1730982989605,38.76
9,1730982989605,89.41
10,1730982989605,5.91
11,1730982989605,141.10
1,1730986589605,10.75
2,1730986589605,72.78
3,1730986589605,91.89
4,1730986589605,78.86
5,1730986589605,58.79
6,1730986589605,20.84
7,1730986589605,36.33
8,1730986589605,49.36
9,1730986589605,52.41
10,1730986589605,80.23
11,1730986589605,142.10
1,1730990189605,83.01
2,1730990189605,19.85
3,1730990189605,96.20
4,1730990189605,98.92
5,1730990189605,49.89
6,1730990189605,6.98
7,1730990189605,78.45
8,1730990189605,84.88
9,1730990189605,26.11
10,1730990189605,33.60
11,1730990189605,143.10
1,1730993789605,33.85
2,1730993789605,44.82
3,1730993789605,26.93
4,1730993789605,34.69
5,1730993789605,40.09
6,1730993789605,3.68
7,1730993789605,40.05
8,1730993789605,2.65
9,1730993789605,52.18
10,1730993789605,30.90
11,1730993789605,144.10
1,1730997389605,72.99
2,1730997389605,6.27
3,1730997389605,57.88
4,1730997389605,41.42
5,1730997389605,55.51
6,1730997389605,46.37
7,1730997389605,32.70
8,1730997389605,23.69
9,1730997389605,74.35
10,1730997389605,97.58
11,1730997389605,145.10
1,1731000989605,85.34
2,1731000989605,42.80
3,1731000989605,68.52
4,1731000989605,28.22
5,1731000989605,88.45
6,1731000989605,15.18
7,1731000989605,85.54
8,1731000989605,65.75
9,1731000989605,93.09
10,1731000989605,53.71
11,1731000989605,146.10
1,1731004589605,72.06
2,1731004589605,6.06
3,1731004589605,55.22
4,1731004589605,93.57
5,1731004589605,40.01
6,1731004589605,53.42
7,1731004589605,79.78
8,1731004589605,87.61
9,1731004589605,71.08
10,1731004589605,88.09
11,1731004589605,147.10
1,1731008189605,35.93
2,1731008189605,28.55
3,1731008189605,27.96
4,1731008189605,59.37
5,1731008189605,53.78
6,1731008189605,92.84
7,1731008189605,69.66
8,1731008189605,78.74
9,1731008189605,40.73
10,1731008189605,59.29
11,1731008189605,148.10
1,1731011789605,46.83
2,1731011789605,98.37
3,1731011789605,11.57
4,1731011789605,15.95
5,1731011789605,85.13
6,1731011789605,21.26
7,1731011789605,36.70
8,1731011789605,32.44
9,1731011789605,55.25
10,1731011789605,3.49
11,1731011789605,149.10
1,1731015389605,26.31
2,1731015389605,90.52
3,1731015389605,85.27
4,1731015389605,89.92
5,1731015389605,46.24
6,1731015389605,46.59
7,1731015389605,62.61
8,1731015389605,76.89
9,1731015389605,19.09
10,1731015389605,67.60
11,1731015389605,150.10
1,1731018989605,68.23
2,1731018989605,13.65
3,1731018989605,68.07
4,1731018989605,87.75
5,1731018989605,25.09
6,1731018989605,5.45
7,1731018989605,24.87
8,1731018989605,28.15
9,1731018989605,26.32
10,1731018989605,88.48
11,1731018989605,151.10
1,1731022589605,0.11
2,1731022589605,61.02
3,1731022589605,85.22
4,1731022589605,58.61
5,1731022589605,72.26
6,1731022589605,67.03
7,1731022589605,78.15
8,1731022589605,73.84
9,1731022589605,30.96
10,1731022589605,9.66
11,1731022589605,152.10
1,1731026189605,44.94
2,1731026189605,95.17
3,1731026189605,34.15
4,1731026189605,8.51
5,1731026189605,4.70
6,1731026189605,84.92
7,1731026189605,5.86
8,1731026189605,89.21
9,1731026189605,8.44
10,1731026189605,52.86
11,1731026189605,153.10
1,1731029789605,65.74
2,1731029789605,86.37
3,1731029789605,42.36
4,1731029789605,46.63
5,1731029789605,69.22
6,1731029789605,28.58
7,1731029789605,5.92
8,1731029789605,0.06
9,1731029789605,85.97
10,1731029789605,23.44
11,1731029789605,154.10
1,1731033389605,21.87
2,1731033389605,82.35
3,1731033389605,70.29
4,1731033389605,98.62
5,1731033389605,53.20
6,1731033389605,88.34
7,1731033389605,78.98
8,1731033389605,98.13
9,1731033389605,53.49
10,1731033389605,60.43
11,1731033389605,155.10
1,1731036989605,91.45
2,1731036989605,8.47
3,1731036989605,72.15
4,1731036989605,1.61
5,1731036989605,21.64
6,1731036989605,98.05
7,1731036989605,74.05
8,1731036989605,73.48
9,1731036989605,61.62
10,1731036989605,87.66
11,1731036989605,156.10
1,1731040589605,89.45
2,1731040589605,59.82
3,1731040589605,93.00
4,1731040589605,13.29
5,1731040589605,6.93
6,1731040589605,10.92
7,1731040589605,95.24
8,1731040589605,5.14
9,1731040589605,14.78
10,1731040589605,18.91
11,1731040589605,157.10
1,1731044189605,56.16
2,1731044189605,67.33
3,1731044189605,45.49
4,1731044189605,53.48
5,1731044189605,15.72
6,1731044189605,58.11
7,1731044189605,79.08
8,1731044189605,36.17
9,1731044189605,82.96
10,1731044189605,43.75
11,1731044189605,158.10
1,1731047789605,28.36
2,1731047789605,55.21
3,1731047789605,25.72
4,1731047789605,26.24
5,1731047789605,66.38
6,1731047789605,19.94
7,1731047789605,85.74
8,1731047789605,38.97
9,1731047789605,63.60
10,1731047789605,26.01
11,1731047789605,159.10
1,1731051389605,38.77
2,1731051389605,39.71
3,1731051389606,20.24
4,1731051389606,20.09
5,1731051389606,19.73
6,1731051389606,65.55
7,1731051389606,50.23
8,1731051389606,91.09
9,1731051389606,30.96
10,1731051389606,72.23
11,1731051389606,160.10
1,1731054989606,82.51
2,1731054989606,73.25
3,1731054989606,6.47
4,1731054989606,95.61
5,1731054989606,5.35
6,1731054989606,80.36
7,1731054989606,87.88
8,1731054989606,96.16
9,1731054989606,75.25
10,1731054989606,0.40
11,1731054989606,161.10
1,1731058589606,31.11
2,1731058589606,26.34
3,1731058589606,90.70
4,1731058589606,11.95
5,1731058589606,3.87
6,1731058589606,87.31
7,1731058589606,53.27
8,1731058589606,37.83
9,1731058589606,58.05
10,1731058589606,85.41
11,1731058589606,162.10
1,1731062189606,48.84
2,1731062189606,44.02
3,1731062189606,38.30
4,1731062189606,22.59
5,1731062189606,15.84
6,1731062189606,87.39
7,1731062189606,78.74
8,1731062189606,9.03
9,1731062189606,49.04
10,1731062189606,51.67
11,1731062189606,163.10
1,1731065789606,12.67
2,1731065789606,74.47
3,1731065789606,58.89
4,1731065789606,35.28
5,1731065789606,36.81
6,1731065789606,95.49
7,1731065789606,69.14
8,1731065789606,33.86
9,1731065789606,93.26
10,1731065789606,88.78
11,1731065789606,164.10
1,1731069389606,58.72
2,1731069389606,22.46
3,1731069389606,64.40
4,1731069389606,18.31
5,1731069389606,0.03
6,1731069389606,42.75
7,1731069389606,39.92
8,1731069389606,30.20
9,1731069389606,42.14
10,1731069389606,82.88
11,1731069389606,165.10
1,1731072989606,76.06
2,1731072989606,33.67
3,1731072989606,22.28
4,1731072989606,39.34
5,1731072989606,1.34
6,1731072989606,79.36
7,1731072989606,48.76
8,1731072989606,92.53
9,1731072989606,85.79
10,1731072989606,40.52
11,1731072989606,166.10
1,1731076589606,12.05
2,1731076589606,70.02
3,1731076589606,21.72
4,1731076589606,32.36
5,1731076589606,36.69
6,1731076589606,63.43
7,1731076589606,3.70
8,1731076589606,30.72
9,1731076589606,31.32
10,1731076589606,22.36
11,1731076589606,167.10
1,1731080189606,46.56
2,1731080189606,47.21
3,1731080189606,81.08
4,1731080189606,11.09
5,1731080189606,58.19
6,1731080189606,22.74
7,1731080189606,77.00
8,1731080189606,88.91
9,1731080189606,52.32
10,1731080189606,89.96
11,1731080189606,168.10
1,1731083789606,97.15
2,1731083789606,58.09
3,1731083789606,79.88
4,1731083789606,77.15
5,1731083789606,2.47
6,1731083789606,36.31
7,1731083789606,86.66
8,1731083789606,41.09
9,1731083789606,85.40
10,1731083789606,7.66
11,1731083789606,169.10
1,1731087389606,90.02
2,1731087389606,61.48
3,1731087389606,45.78
4,1731087389606,39.06
5,1731087389606,86.60
6,1731087389606,43.01
7,1731087389606,18.35
8,1731087389606,47.88
9,1731087389606,34.53
10,1731087389606,14.55
11,1731087389606,170.10
1,1731090989606,68.07
2,1731090989606,70.21
3,1731090989606,83.71
4,1731090989606,30.57
5,1731090989606,18.44
6,1731090989606,82.93
7,1731090989606,47.02
8,1731090989606,83.41
9,1731090989606,48.11
10,1731090989606,89.78
11,1731090989606,171.10
1,1731094589606,54.74
2,1731094589606,19.06
3,1731094589606,6.97
4,1731094589606,22.92
5,1731094589606,37.80
6,1731094589606,41.66
7,1731094589606,40.37
8,1731094589606,73.83
9,1731094589606,23.37
10,1731094589606,60.82
11,1731094589606,172.10
1,1731098189606,63.14
2,1731098189606,21.56
3,1731098189606,64.15
4,1731098189606,70.87
5,1731098189606,88.57
6,1731098189606,43.47
7,1731098189606,98.23
8,1731098189606,46.66
9,1731098189606,33.35
10,1731098189606,46.90
11,1731098189606,173.10
1,1731101789606,83.81
2,1731101789606,92.74
3,1731101789606,63.77
4,1731101789606,19.38
5,1731101789606,32.88
6,1731101789606,40.78
7,1731101789606,56.59
8,1731101789606,89.18
9,1731101789606,86.78
10,1731101789606,62.66
11,1731101789606,174.10
1,1731105389606,88.46
2,1731105389606,21.76
3,1731105389606,63.45
4,1731105389606,13.93
5,1731105389606,71.78
6,1731105389606,28.29
7,1731105389606,38.93
8,1731105389606,56.39
9,1731105389606,8.24
10,1731105389606,36.35
11,1731105389606,175.10
1,1731108989606,65.63
2,1731108989606,16.53
3,1731108989606,76.69
4,1731108989606,85.09
5,1731108989606,11.59
6,1731108989606,95.10
7,1731108989606,22.60
8,1731108989606,39.63
9,1731108989606,29.45
10,1731108989606,92.54
11,1731108989606,176.10
1,1731112589606,85.38
2,1731112589606,52.25
3,1731112589606,84.12
4,1731112589606,87.63
5,1731112589606,73.80
6,1731112589606,83.53
7,1731112589606,81.76
8,1731112589606,29.92
9,1731112589606,42.70
10,1731112589606,24.96
11,1731112589606,177.10
1,1731116189607,48.06
2,1731116189607,2.18
3,1731116189607,59.53
4,1731116189607,98.19
5,1731116189607,18.77
6,1731116189607,63.34
7,1731116189607,92.14
8,1731116189607,9.60
9,1731116189607,84.39
10,1731116189607,52.95
11,1731116189607,178.10
1,1731119789607,77.95
2,1731119789607,21.41
3,1731119789607,39.59
4,1731119789607,7.81
5,1731119789607,3.92
6,1731119789607,21.98
7,1731119789607,68.61
8,1731119789607,96.00
9,1731119789607,95.44
10,1731119789607,11.50
11,1731119789607,179.10
1,1731123389607,23.71
2,1731123389607,68.35
3,1731123389607,84.37
4,1731123389607,30.28
5,1731123389607,90.47
6,1731123389607,85.49
7,1731123389607,64.76
8,1731123389607,55.65
9,1731123389607,65.36
10,1731123389607,42.57
11,1731123389607,180.10
1,1731126989607,5.17
2,1731126989607,68.05
3,1731126989607,76.77
4,1731126989607,67.33
5,1731126989607,27.33
6,1731126989607,42.50
7,1731126989607,82.32
8,1731126989607,85.68
9,1731126989607,66.04
10,1731126989607,39.69
11,1731126989607,181.10
1,1731130589607,32.85
2,1731130589607,0.80
3,1731130589607,83.28
4,1731130589607,67.48
5,1731130589607,44.47
6,1731130589607,56.56
7,1731130589607,65.13
8,1731130589607,90.60
9,1731130589607,10.98
10,1731130589607,10.53
11,1731130589607,182.10
1,1731134189607,80.85
2,1731134189607,62.16
3,1731134189607,1.24
4,1731134189607,26.49
5,1731134189607,72.63
6,1731134189607,96.03
7,1731134189607,14.93
8,1731134189607,73.10
9,1731134189607,0.32
10,1731134189607,34.44
11,1731134189607,183.10
1,1731137789607,21.20
2,1731137789607,50.96
3,1731137789607,68.48
4,1731137789607,81.98
5,1731137789607,76.00
6,1731137789607,71.79
7,1731137789607,3.83
8,1731137789607,43.45
9,1731137789607,1.18
10,1731137789607,19.91
11,1731137789607,184.10
1,1731141389607,63.56
2,1731141389607,66.59
3,1731141389607,55.68
4,1731141389607,99.04
5,1731141389607,60.82
6,1731141389607,10.29
7,1731141389607,36.61
8,1731141389607,0.46
9,1731141389607,94.73
10,1731141389607,23.59
11,1731141389607,185.10
1,1731144989607,12.42
2,1731144989607,35.81
3,1731144989607,96.84
4,1731144989607,74.65
5,1731144989607,28.76
6,1731144989607,79.16
7,1731144989607,8.85
8,1731144989607,33.79
9,1731144989607,85.99
10,1731144989607,77.82
11,1731144989607,186.10
1,1731148589607,29.59
2,1731148589607,78.07
3,1731148589607,47.28
4,1731148589607,72.95
5,1731148589607,94.79
6,1731148589607,1.95
7,1731148589607,59.16
8,1731148589607,60.59
9,1731148589607,6.31
10,1731148589607,16.29
11,1731148589607,187.10
1,1731152189607,0.24
2,1731152189607,40.24
3,1731152189607,98.15
4,1731152189607,4.80
5,1731152189607,36.81
6,1731152189607,43.26
7,1731152189607,51.41
8,1731152189607,62.16
9,1731152189607,7.72
10,1731152189607,2.06
11,1731152189607,188.10
1,1731155789607,17.49
2,1731155789607,21.24
3,1731155789607,53.83
4,1731155789607,34.34
5,1731155789607,44.02
6,1731155789607,37.25
7,1731155789607,82.67
8,1731155789607,20.45
9,1731155789607,61.83
10,1731155789607,41.47
11,1731155789607,189.10
1,1731159389607,60.63
2,1731159389607,35.32
3,1731159389607,5.67
4,1731159389607,7.97
5,1731159389607,80.62
6,1731159389607,56.51
7,1731159389607,43.27
8,1731159389607,56.59
9,1731159389607,28.89
10,1731159389607,5.04
11,1731159389607,190.10
1,1731162989607,94.37
2,1731162989607,77.01
3,1731162989607,48.06
4,1731162989607,84.03
5,1731162989607,36.82
6,1731162989607,39.53
7,1731162989607,6.18
8,1731162989607,46.56
9,1731162989607,47.43
10,1731162989607,35.84
11,1731162989607,191.10
1,1731166589607,17.13
2,1731166589607,99.80
3,1731166589607,41.70
4,1731166589607,59.16
5,1731166589607,50.87
6,1731166589607,34.87
7,1731166589607,68.20
8,1731166589607,78.87
9,1731166589607,68.99
10,1731166589607,4.46
11,1731166589607,192.10
1,1731170189607,98.41
2,1731170189607,43.64
3,1731170189607,1.32
4,1731170189607,40.89
5,1731170189607,12.02
6,1731170189607,35.86
7,1731170189607,24.37
8,1731170189607,71.62
9,1731170189607,93.53
10,1731170189607,51.47
11,1731170189607,193.10
1,1731173789607,37.85
2,1731173789607,81.25
3,1731173789607,52.27
4,1731173789607,50.44
5,1731173789607,79.68
6,1731173789607,81.34
7,1731173789607,49.17
8,1731173789607,81.32
9,1731173789607,58.07
10,1731173789607,60.73
11,1731173789607,194.10
1,1731177389607,51.18
2,1731177389607,53.36
3,1731177389607,70.09
4,1731177389607,19.06
5,1731177389607,13.76
6,1731177389607,20.58
7,1731177389607,97.34
8,1731177389607,16.03
9,1731177389607,95.78
10,1731177389607,5.56
11,1731177389607,195.10
1,1731180989607,83.66
2,1731180989607,16.58
3,1731180989607,72.24
4,1731180989607,24.14
5,1731180989607,57.11
6,1731180989607,69.89
7,1731180989607,3.93
8,1731180989607,86.91
9,1731180989607,1.27
10,1731180989607,84.95
11,1731180989607,196.10
1,1731184589607,46.19
2,1731184589607,54.93
3,1731184589607,39.41
4,1731184589607,85.69
5,1731184589607,38.98
6,1731184589607,38.92
7,1731184589607,92.37
8,1731184589607,26.93
9,1731184589607,97.61
10,1731184589607,56.89
11,1731184589607,197.10
1,1731188189607,86.58
2,1731188189607,85.09
3,1731188189607,61.95
4,1731188189607,90.37
5,1731188189607,61.69
6,1731188189607,93.72
7,1731188189607,23.59
8,1731188189607,12.40
9,1731188189607,16.81
10,1731188189607,23.93
11,1731188189607,198.10
1,1731191789607,90.73
2,1731191789607,65.61
3,1731191789607,27.01
4,1731191789607,53.61
5,1731191789607,69.10
6,1731191789607,42.42
7,1731191789607,51.50
8,1731191789607,13.71
9,1731191789607,22.75
10,1731191789607,89.67
11,1731191789607,199.10
1,1731195389607,95.52
2,1731195389607,21.55
3,1731195389607,55.23
4,1731195389607,87.92
5,1731195389607,71.12
6,1731195389607,83.03
7,1731195389607,27.99
8,1731195389607,59.80
9,1731195389607,24.18
10,1731195389607,73.86
11,1731195389607,200.10
1,1731198989607,67.09
2,1731198989607,49.35
3,1731198989607,20.55
4,1731198989607,25.06
5,1731198989607,60.01
6,1731198989607,83.22
7,1731198989608,32.57
8,1731198989608,68.51
9,1731198989608,75.40
10,1731198989608,49.81
11,1731198989608,201.10
1,1731202589608,51.37
2,1731202589608,29.22
3,1731202589608,20.69
4,1731202589608,47.73
5,1731202589608,89.50
6,1731202589608,51.05
7,1731202589608,22.08
8,1731202589608,7.20
9,1731202589608,68.18
10,1731202589608,89.46
11,1731202589608,202.10
1,1731206189608,42.52
2,1731206189608,79.70
3,1731206189608,80.07
4,1731206189608,75.76
5,1731206189608,0.56
6,1731206189608,27.13
7,1731206189608,21.73
8,1731206189608,51.43
9,1731206189608,11.39
10,1731206189608,82.14
11,1731206189608,203.10
1,1731209789608,24.64
2,1731209789608,7.27
3,1731209789608,75.44
4,1731209789608,36.31
5,1731209789608,1.50
6,1731209789608,91.92
7,1731209789608,54.17
8,1731209789608,51.28
9,1731209789608,27.83
10,1731209789608,75.60
11,1731209789608,204.10
1,1731213389608,77.61
2,1731213389608,48.11
3,1731213389608,40.38
4,1731213389608,86.94
5,1731213389608,26.23
6,1731213389608,17.12
7,1731213389608,89.67
8,1731213389608,67.18
9,1731213389608,37.35
10,1731213389608,92.48
11,1731213389608,205.10
1,1731216989608,79.06
2,1731216989608,21.10
3,1731216989608,25.15
4,1731216989608,92.98
5,1731216989608,96.03
6,1731216989608,74.83
7,1731216989608,69.42
8,1731216989608,4.97
9,1731216989608,72.69
10,1731216989608,83.39
11,1731216989608,206.10
1,1731220589608,87.73
2,1731220589608,15.52
3,1731220589608,68.29
4,1731220589608,89.66
5,1731220589608,36.32
6,1731220589608,85.19
7,1731220589608,2.15
8,1731220589608,47.01
9,1731220589608,77.58
10,1731220589608,21.53
11,1731220589608,207.10
1,1731224189608,90.96
2,1731224189608,74.61
3,1731224189608,94.52
4,1731224189608,98.93
5,1731224189608,58.42
6,1731224189608,46.28
7,1731224189608,62.41
8,1731224189608,71.14
9,1731224189608,49.92
10,1731224189608,89.74
11,1731224189608,208.10
1,1731227789608,6.07
2,1731227789608,26.60
3,1731227789608,90.00
4,1731227789608,62.62
5,1731227789608,78.79
6,1731227789608,31.48
7,1731227789608,36.72
8,1731227789608,98.46
9,1731227789608,93.87
10,1731227789608,99.07
11,1731227789608,209.10
1,1731231389608,17.65
2,1731231389608,89.76
3,1731231389608,78.10
4,1731231389608,99.65
5,1731231389608,13.19
6,1731231389608,32.72
7,1731231389608,68.49
8,1731231389608,82.88
9,1731231389608,55.70
10,1731231389608,49.08
11,1731231389608,210.10
1,1731234989608,80.01
2,1731234989608,93.64
3,1731234989608,1.72
4,1731234989608,10.87
5,1731234989608,52.60
6,1731234989608,87.04
7,1731234989608,63.69
8,1731234989608,76.55
